x,y
354.0415954589844,208.6228790283203
363.9857482910156,209.6034393310547
373.8161315917969,211.39273071289062
383.5599365234375,213.6117706298828
393.3418884277344,215.6641845703125
403.11181640625,217.77310180664062
412.84979248046875,220.0240936279297
422.53546142578125,222.4904327392578
432.1426086425781,225.24560546875
441.6349182128906,228.37271118164062
450.960693359375,231.96514892578125
460.0417785644531,236.13548278808594
468.75927734375,241.01766967773438
476.9312438964844,246.76280212402344
484.286376953125,253.517578125
490.4606628417969,261.3609161376953
495.06329345703125,270.2149658203125
497.8363952636719,279.8006896972656
498.7876281738281,289.7375183105469
498.1488952636719,299.7033996582031
495.53790283203125,309.300537109375
493.09765625,318.9835205078125
492.15362548828125,328.9240417480469
492.6834411621094,338.8966369628906
494.48992919921875,348.7212219238281
497.28369140625,358.31451416015625
500.7649230957031,367.6820373535156
504.6611633300781,376.88580322265625
508.7340393066406,386.0132751464844
512.7639770507812,395.1596984863281
516.5286865234375,404.4177551269531
519.7895202636719,413.864013671875
522.283447265625,423.5390319824219
523.7353820800781,433.4219665527344
523.9076538085938,443.40765380859375
523.6407775878906,453.1806335449219
529.4391784667969,461.27703857421875
537.5797119140625,466.9752197265625
547.2462158203125,469.2919921875
557.1665649414062,468.3943786621094
566.5636596679688,465.04986572265625
575.1111450195312,459.89654541015625
582.6341552734375,453.333984375
588.9622802734375,445.6125183105469
593.8736572265625,436.9227600097656
597.0908203125,427.4765625
598.3259887695312,417.5771179199219
600.9848022460938,408.6905212402344
607.14990234375,400.82708740234375
612.6068115234375,392.4573059082031
617.2486572265625,383.6100769042969
620.9778442382812,374.34161376953125
623.719482421875,364.7348937988281
625.4327392578125,354.8926696777344
626.1157836914062,344.9253234863281
625.8043212890625,334.93914794921875
624.5613403320312,325.02520751953125
622.4663696289062,315.25531005859375
619.6047973632812,305.68115234375
616.0584716796875,296.3386535644531
611.9050903320312,287.2493591308594
607.212158203125,278.4261779785156
602.0382080078125,269.8760528564453
596.4331665039062,261.6018829345703
590.43896484375,253.6049041748047
584.090576171875,245.88597106933594
577.4164428710938,238.4468231201172
572.1702880859375,229.96372985839844
566.872314453125,221.48870849609375
561.3533325195312,213.15599060058594
555.6185302734375,204.9702911376953
549.6739501953125,196.9356689453125
543.5267944335938,189.05494689941406
537.1817626953125,181.33248901367188
530.6458740234375,173.7710723876953
523.9249267578125,166.37355041503906
517.0259094238281,159.14183044433594
509.9551086425781,152.07789611816406
502.7186584472656,145.1836929321289
495.3221740722656,138.4619140625
487.772216796875,131.91248321533203
480.0750732421875,125.5367660522461
472.23663330078125,119.3357925415039
464.2618713378906,113.31092071533203
456.1568603515625,107.46243286132812
447.92730712890625,101.7905502319336
439.5784606933594,96.29570770263672
431.1154479980469,90.97838592529297
422.5429992675781,85.83975982666016
413.86614990234375,80.87894058227539
405.08990478515625,76.09639739990234
396.21875,71.4922103881836
387.25701904296875,67.06671142578125
378.2088317871094,62.82089614868164
369.0787658691406,58.7541618347168
359.870849609375,54.86679458618164
350.5892639160156,51.15920448303223
341.2377014160156,47.63178253173828
331.8195495605469,44.285783767700195
322.3390197753906,41.12095832824707
312.7998352050781,38.137916564941406
303.2052917480469,35.33730888366699
293.5591735839844,32.72032833099365
283.8647766113281,30.288365364074707
274.12567138671875,28.041680335998535
264.3455047607422,25.98145627975464
254.52764892578125,24.109073162078857
244.67539978027344,22.426958322525024
108.04524993896484,366.3169250488281
98.15850067138672,367.69549560546875
88.50819396972656,370.2381896972656
79.66234970092773,374.83245849609375
72.51005935668945,381.7522277832031
79.70275115966797,385.0802917480469
89.51797485351562,386.9635925292969
99.3907241821289,388.5202331542969
109.29326629638672,389.87677001953125
119.21119689941406,391.1138000488281
129.13697052001953,392.2881164550781
139.06461334228516,393.4465026855469
148.9892120361328,394.62884521484375
158.9060821533203,395.87744140625
168.8076934814453,397.23809814453125
178.68519592285156,398.7664489746094
188.52163696289062,400.5371398925781
196.7109832763672,398.10333251953125
193.2071533203125,389.4432678222656
184.90528869628906,383.9193420410156
175.8365020751953,379.7273254394531
166.46185302734375,376.2664794921875
156.9100341796875,373.32568359375
147.2344512939453,370.8226318359375
137.4590301513672,368.74334716796875
127.59518432617188,367.1372375488281
117.64994049072266,366.16705322265625
366.1896057128906,378.74365234375
356.19610595703125,378.91973876953125
346.206787109375,379.246826171875
336.2300720214844,379.84344482421875
326.28472900390625,380.8306579589844
316.4052429199219,382.3354187011719
306.6480712890625,384.4925842285156
297.101806640625,387.44171142578125
287.8930969238281,391.315673828125
279.1866149902344,396.21160888671875
286.51495361328125,401.7644958496094
296.15826416015625,404.2974853515625
306.1126403808594,405.1266784667969
316.1056823730469,405.05743408203125
326.0845031738281,404.4983215332031
336.046630859375,403.68780517578125
346.00103759765625,402.79010009765625
355.9591064453125,401.9324035644531
365.9296875,401.2371520996094
375.9161682128906,400.8343200683594
385.9095458984375,400.8811950683594
395.8770751953125,401.5852966308594
405.72955322265625,403.2345275878906
415.2547607421875,406.2245788574219
424.9188232421875,408.770751953125
434.7471923828125,410.5519104003906
441.6241760253906,407.1034240722656
434.3801574707031,400.3050842285156
425.96649169921875,394.91644287109375
417.1656188964844,390.1830139160156
408.09674072265625,385.9843444824219
398.7881164550781,382.34930419921875
389.2312927246094,379.43450927734375
379.40679931640625,377.64886474609375
55.1596794128418,403.0628662109375
45.51045036315918,405.4480285644531
37.24059295654297,410.984130859375
30.872822761535645,418.6527404785156
26.44478988647461,427.5918884277344
23.96722412109375,437.2560119628906
22.144326210021973,447.0661926269531
22.298614978790283,457.0445861816406
24.13803720474243,466.8600158691406
27.141432762145996,476.38897705078125
30.7860050201416,485.6951599121094
34.61098289489746,494.9290466308594
38.18452072143555,504.2623596191406
41.037797927856445,513.8366394042969
39.72485160827637,523.3759765625
37.61019515991211,533.136962890625
36.74919891357422,543.0879516601562
37.31475830078125,553.0553588867188
40.085792541503906,562.6181640625
46.758832931518555,569.8143920898438
52.21958923339844,565.1266479492188
57.1125602722168,556.4728393554688
60.84508514404297,547.8298950195312
59.808475494384766,537.890380859375
56.816707611083984,528.6312561035156
54.84146499633789,518.8356323242188
53.5782356262207,508.98187255859375
51.96582221984863,499.1856384277344
49.8049430847168,489.42694091796875
47.88627815246582,479.6185302734375
46.28217315673828,469.7681579589844
42.693532943725586,460.48211669921875
42.390451431274414,450.5421447753906
45.03231620788574,440.9266662597656
49.21220779418945,431.8520812988281
53.716800689697266,422.9300231933594
57.51172637939453,413.692138671875
59.40167236328125,403.9062194824219
52.307064056396484,513.6549682617188
53.4859733581543,523.5654907226562
56.72650146484375,532.919921875
64.60585021972656,538.6676025390625
74.24624633789062,541.2081909179688
83.86258697509766,543.9188232421875
93.63187408447266,545.9208374023438
103.61675262451172,545.479248046875
113.59517669677734,544.9048461914062
123.58123016357422,544.49560546875
133.57418060302734,544.5813598632812
143.51397705078125,545.5736694335938
153.22994995117188,546.790283203125
162.5341796875,543.1596069335938
171.21826171875,538.2315063476562
178.8612518310547,531.8511657714844
184.79969787597656,523.8164672851562
189.2698211669922,514.9928283691406
191.4910888671875,505.24810791015625
193.75479125976562,495.5126037597656
196.0537872314453,485.7875061035156
198.21412658691406,476.0298156738281
201.34657287597656,466.54449462890625
198.777099609375,457.0183410644531
194.13124084472656,448.1856994628906
187.93902587890625,440.356689453125
180.52696228027344,433.66656494140625
172.2218475341797,428.119384765625
163.28793334960938,423.6501770019531
153.92030334472656,420.1776123046875
144.25827026367188,417.6339416503906
134.40454864501953,415.97869873046875
124.44279479980469,415.21014404296875
114.44844055175781,415.2371520996094
104.45429992675781,415.13409423828125
94.46234893798828,414.8870849609375
84.47289276123047,414.5560302734375
74.48421859741211,414.2012634277344
64.66310119628906,415.0462341308594
56.08168411254883,420.0749206542969
49.77060127258301,427.7598571777344
46.13387489318848,437.03631591796875
44.7279109954834,446.9159851074219
45.00296974182129,456.89794921875
46.599369049072266,466.75836181640625
49.35565757751465,476.359619140625
51.38042640686035,486.0709228515625
51.38930320739746,496.06243896484375
129.7136001586914,444.6647644042969
139.5538101196289,446.3101806640625
149.0413360595703,449.4367370605469
158.15142822265625,453.53790283203125
164.1564178466797,458.910400390625
154.5412139892578,456.266845703125
147.90135192871094,456.4535217285156
147.1428451538086,466.39306640625
142.76007080078125,475.2344970703125
133.83448791503906,479.19512939453125
124.05413055419922,477.5389709472656
115.34235382080078,472.70654296875
108.27302551269531,465.6895751953125
104.13074493408203,456.689453125
100.21627044677734,453.7904357910156
91.55155181884766,458.77044677734375
82.3597640991211,462.48944091796875
88.84417724609375,455.8124694824219
97.47296142578125,450.78338623046875
106.71659088134766,447.00787353515625
116.51110076904297,445.1683654785156
126.48102569580078,444.7196044921875
352.2110595703125,459.0166931152344
361.88092041015625,461.51031494140625
371.2046203613281,465.10162353515625
380.20880126953125,469.4343566894531
388.8565673828125,474.4401550292969
392.6007995605469,479.1923828125
383.43133544921875,475.2327880859375
374.5282897949219,470.69134521484375
370.17181396484375,471.872314453125
368.68939208984375,481.611572265625
361.98040771484375,488.84942626953125
352.7112121582031,492.4320068359375
342.7646484375,492.7315368652344
333.3848571777344,489.4986572265625
326.9792175292969,482.0469055175781
326.1230773925781,472.2125549316406
328.9432067871094,463.0106506347656
319.2319641113281,465.3756408691406
309.53204345703125,467.7852478027344
301.5020446777344,468.7151184082031
310.6112365722656,464.6138610839844
319.881103515625,460.8770751953125
329.6594543457031,458.951904296875
339.6190185546875,458.48199462890625
198.52749633789062,471.39581298828125
195.58351135253906,480.9444885253906
193.2904815673828,490.6708679199219
191.29373168945312,500.46417236328125
189.0147247314453,510.1950988769531
186.12884521484375,519.7513122558594
182.29029846191406,528.9722900390625
177.0777130126953,537.4843139648438
173.8876953125,546.9279174804688
172.33810424804688,556.7929077148438
172.16250610351562,566.7791748046875
173.6759490966797,576.6242065429688
175.70433044433594,586.3746337890625
179.86447143554688,595.4464111328125
185.85528564453125,603.4164428710938
193.74012756347656,609.4998779296875
203.08319091796875,612.937744140625
213.02841186523438,613.601318359375
223.00167846679688,613.0420532226562
232.81190490722656,611.171630859375
242.28121948242188,607.9962158203125
251.27557373046875,603.651611328125
259.69117736816406,598.2698974609375
267.44166564941406,591.9668579101562
274.4457702636719,584.8443603515625
278.9747009277344,579.7823486328125
273.8685302734375,588.361572265625
267.3855285644531,595.9515380859375
259.7171936035156,602.344970703125
251.1625213623047,607.4977416992188
242.01625061035156,611.5156860351562
232.50628662109375,614.5780639648438
222.78152465820312,616.8794555664062
212.93653869628906,618.5992431640625
203.0270538330078,619.896728515625
193.0841522216797,620.9163818359375
183.12808227539062,621.799072265625
173.173828125,622.698486328125
163.25714111328125,621.981201171875
153.70533752441406,624.2210693359375
144.17290496826172,626.0004272460938
135.17388916015625,630.3232421875
127.24211120605469,636.3601684570312
122.26436614990234,644.8643188476562
124.74443817138672,654.2252197265625
132.32796478271484,660.6372680664062
142.30296325683594,661.2432861328125
152.29678344726562,661.2534790039062
162.28111267089844,660.805908203125
172.245849609375,660.037353515625
182.19569396972656,659.0853271484375
192.14022827148438,658.0819091796875
202.09219360351562,657.1580810546875
212.0616912841797,656.4490356445312
222.0493621826172,656.092041015625
232.0423126220703,656.2265014648438
242.00555419921875,656.9921264648438
251.8815460205078,658.5138549804688
261.5869598388672,660.887939453125
270.68370056152344,664.9755249023438
280.0530700683594,668.4475708007812
289.6555480957031,671.2153930664062
299.43212890625,673.2810668945312
309.3490295410156,674.490234375
319.3341064453125,674.4619750976562
329.0502014160156,672.2839965820312
336.6811828613281,666.100341796875
338.6919860839844,656.4680786132812
336.5125732421875,646.7452392578125
329.0023193359375,640.2208862304688
319.9891662597656,635.9583740234375
310.302001953125,633.535888671875
300.4028015136719,632.1673583984375
290.4654846191406,631.0940551757812
280.5888671875,629.5852661132812
271.0038146972656,626.7997436523438
270.00347900390625,624.05419921875
279.9951171875,624.1455688476562
289.9544982910156,624.9636840820312
299.8190612792969,626.5570678710938
309.4926452636719,629.0523681640625
318.8056640625,632.6598510742188
327.4326171875,637.6795043945312
334.7695617675781,644.4284057617188
339.95367431640625,652.9276123046875
342.32427978515625,662.5975341796875
338.91693115234375,671.6788940429688
332.3264465332031,679.1543579101562
324.10498046875,684.8018798828125
314.9689025878906,688.83251953125
305.4137268066406,691.7533569335938
295.6889343261719,694.0597534179688
285.9192810058594,696.1677856445312
276.189208984375,698.4521484375
266.6112823486328,701.3001708984375
257.39097595214844,705.1386108398438
248.90753173828125,710.3955078125
240.02418518066406,714.759033203125
230.32894897460938,717.146240234375
220.37899780273438,717.9713134765625
210.41537475585938,717.291748046875
200.6224365234375,715.3222045898438
191.0841522216797,712.3455810546875
181.80369567871094,708.6407470703125
172.72982788085938,704.45068359375
163.78790283203125,699.9855346679688
154.88729858398438,695.4390258789062
145.9293670654297,691.00537109375
136.811279296875,686.9146118164062
127.49771118164062,683.3089599609375
119.50953674316406,677.376953125
114.02515411376953,669.0843505859375
111.65380096435547,659.4196166992188
112.24382019042969,649.4747314453125
115.43252563476562,640.0314331054688
120.97998809814453,631.7553100585938
128.70567321777344,625.4828491210938
138.10311126708984,622.2539672851562
148.03858947753906,622.6377563476562
157.6485595703125,622.112060546875
165.2188262939453,615.6484375
170.5849609375,607.25390625
173.70974731445312,597.7825927734375
174.76959228515625,587.860595703125
173.92298889160156,577.9158325195312
171.17091369628906,568.3265380859375
166.41143798828125,559.562744140625
159.59620666503906,552.29638671875
150.9545135498047,547.3561401367188
141.0144271850586,548.0469360351562
131.041259765625,548.705322265625
121.05316162109375,549.0498657226562
111.06199645996094,548.8531494140625
101.11707305908203,547.8856811523438
91.3076171875,546.0442504882812
81.63250350952148,543.968994140625
71.66180419921875,543.4822387695312
61.86701202392578,545.2672729492188
55.71604919433594,551.6311645507812
51.744937896728516,560.2833251953125
49.04346466064453,567.7161865234375
42.16261672973633,574.6956176757812
40.013437271118164,584.3907470703125
40.406301498413086,594.367919921875
41.79890441894531,604.263916015625
43.449636459350586,614.1221923828125
44.79782676696777,624.0237426757812
45.05383491516113,634.0032958984375
44.81537628173828,643.9232788085938
45.96401786804199,653.85107421875
47.48753547668457,663.7285766601562
49.37976264953613,673.5424194335938
51.633705139160156,683.2796020507812
54.245479583740234,692.9263305664062
57.210243225097656,702.4711303710938
60.526206970214844,711.8992309570312
64.19053649902344,721.1978149414062
68.20185089111328,730.3515625
72.5604476928711,739.3457641601562
77.2646369934082,748.1638793945312
82.31550216674805,756.787353515625
87.71251678466797,765.1992797851562
93.45588684082031,773.37841796875
99.54468536376953,781.3038330078125
105.97759246826172,788.9521484375
112.75209045410156,796.2999267578125
119.86461639404297,803.3211059570312
127.30752563476562,809.9894409179688
135.07524871826172,816.2781982421875
143.15428924560547,822.1607055664062
151.53256225585938,827.6091918945312
160.1907501220703,832.599365234375
169.11045837402344,837.1070556640625
178.26589965820312,841.1128540039062
187.6324005126953,844.5983276367188
197.21368408203125,847.4278564453125
206.97659301757812,849.5635375976562
216.84829711914062,851.1197509765625
226.79335021972656,852.0978393554688
236.77906799316406,852.505126953125
246.77163696289062,852.3587036132812
256.74244689941406,851.6788940429688
266.66575622558594,850.4934692382812
276.5201110839844,848.8298950195312
286.28924560546875,846.7208862304688
295.9591064453125,844.1962890625
305.52154541015625,841.2884521484375
314.968505859375,838.0263671875
324.2971496582031,834.4393920898438
333.5054016113281,830.5542602539062
342.59381103515625,826.3953857421875
351.5636901855469,821.9859619140625
360.417724609375,817.3486328125
369.1579284667969,812.501708984375
377.7900085449219,807.4635009765625
386.31842041015625,802.2509765625
394.74725341796875,796.8802490234375
403.0826110839844,791.3651123046875
411.32989501953125,785.7188110351562
419.4949951171875,779.9539184570312
413.5903015136719,785.1270141601562
405.8101501464844,791.401123046875
397.841796875,797.4342041015625
389.6929931640625,803.2205810546875
381.36968994140625,808.7543334960938
372.87939453125,814.0277709960938
364.2281494140625,819.0328979492188
355.4232177734375,823.7603759765625
346.4689025878906,828.2007446289062
337.3730773925781,832.3426513671875
328.1423034667969,836.1748657226562
318.78448486328125,839.6845703125
309.3074951171875,842.8582763671875
299.7197265625,845.6819458007812
290.0330810546875,848.1401977539062
280.25665283203125,850.2181396484375
270.4049835205078,851.8992919921875
260.49169921875,853.1685180664062
250.5331573486328,854.0101928710938
240.54676818847656,854.4094848632812
230.55291748046875,854.3526000976562
220.57284545898438,853.82763671875
210.62953186035156,852.8247680664062
200.7467041015625,851.3366088867188
190.95045471191406,849.3590698242188
181.26588439941406,846.8919067382812
173.43292236328125,840.700439453125
164.86888122558594,835.5568237304688
155.79745483398438,831.3722534179688
146.28472900390625,828.332275390625
136.39419555664062,827.0689697265625
126.81986999511719,829.4547729492188
121.47708892822266,837.5700073242188
121.53690338134766,847.5093383789062
123.88838195800781,857.2114868164062
125.36859130859375,867.0958862304688
126.63611602783203,877.0097045898438
127.65379333496094,886.9526977539062
128.38604736328125,896.9204711914062
128.79265594482422,906.9065551757812
128.83328247070312,916.9005126953125
128.46379852294922,926.8884887695312
127.64044952392578,936.848388671875
126.3174057006836,946.7537841796875
124.45259094238281,956.5718994140625
122.00438690185547,966.26123046875
118.94317626953125,975.7740478515625
115.24465942382812,985.0569458007812
112.39643859863281,994.57763671875
111.279541015625,1004.504150390625
111.33755493164062,1014.4928588867188
112.49453735351562,1024.4163818359375
114.61408233642578,1034.180908203125
117.53404998779297,1043.7372436523438
121.09099578857422,1053.0758056640625
125.1351089477539,1062.215576171875
129.53317260742188,1071.1903076171875
134.1686248779297,1080.044677734375
138.93263244628906,1088.831787109375
143.72325897216797,1097.6038818359375
148.4361572265625,1106.417724609375
152.95578002929688,1115.331787109375
158.03103637695312,1123.8785400390625
166.24560546875,1129.32568359375
176.10743713378906,1129.0289306640625
185.22799682617188,1125.000244140625
193.62461853027344,1119.5848388671875
201.71966552734375,1113.72216796875
209.85992431640625,1107.924072265625
218.39688110351562,1102.7373046875
227.71937561035156,1099.220458984375
236.81301879882812,1095.2701416015625
245.7111358642578,1090.718505859375
254.61080932617188,1086.169189453125
263.5105895996094,1081.619873046875
272.40447998046875,1077.060302734375
281.2904357910156,1072.484130859375
290.1649475097656,1067.8861083984375
299.0241394042969,1063.258056640625
307.8641357421875,1058.5946044921875
316.6822814941406,1053.8885498046875
325.4740295410156,1049.134033203125
334.2352294921875,1044.3248291015625
342.9634094238281,1039.4544677734375
351.6533203125,1034.5155639648438
360.3003234863281,1029.5028076171875
368.9001770019531,1024.4098510742188
377.4482421875,1019.23046875
385.9398193359375,1013.9584350585938
394.3693542480469,1008.5880126953125
402.7312927246094,1003.113037109375
411.0201721191406,997.5280151367188
419.2300720214844,991.8275756835938
427.3546447753906,986.0065307617188
435.3880310058594,980.0596313476562
443.3232116699219,973.9822387695312
451.15313720703125,967.7701416015625
458.8706359863281,961.4196166992188
466.4693908691406,954.9264526367188
473.9412841796875,948.2881469726562
481.2795715332031,941.50341796875
488.47589111328125,934.5673217773438
495.8276062011719,927.900390625
504.1753234863281,922.4365844726562
511.26068115234375,915.409912109375
516.8841247558594,907.1651611328125
520.81884765625,897.9947509765625
522.7375183105469,888.20751953125
522.2055053710938,878.25732421875
518.8489074707031,868.88525390625
512.7720031738281,860.99951171875
504.7055969238281,855.1463623046875
499.5402526855469,846.7889404296875
495.9895935058594,837.4528198242188
493.5284729003906,827.77001953125
491.95196533203125,817.9028930664062
491.0460510253906,807.9507446289062
490.6094055175781,797.96533203125
490.4562683105469,787.97216796875
490.5284118652344,777.9837036132812
491.3669128417969,768.0245361328125
491.8523254394531,758.0414428710938
492.1126708984375,748.0503540039062
492.2790222167969,738.0565185546875
492.473388671875,728.0635986328125
492.8257141113281,718.0748291015625
493.4638366699219,708.1011352539062
494.5191955566406,698.1627807617188
496.12017822265625,688.29833984375
498.38568115234375,678.5665283203125
501.16680908203125,668.9691772460938
505.40948486328125,659.9390258789062
511.4537353515625,652.001953125
518.9371643066406,645.397705078125
527.3499145507812,640.0134887695312
536.2785034179688,635.5262451171875
545.455810546875,631.5695190429688
554.7122192382812,627.7991333007812
563.9122924804688,623.89306640625
572.9016723632812,619.5281372070312
581.4602661132812,614.3765869140625
589.26171875,608.1439819335938
595.70849609375,600.5205688476562
601.4547729492188,592.345703125
606.6058959960938,583.7827758789062
611.1820068359375,574.8987426757812
615.2074584960938,565.75146484375
618.70703125,556.3908081054688
621.7051391601562,546.8570556640625
624.2225341796875,537.1852416992188
626.27734375,527.4049377441406
627.8832397460938,517.540771484375
629.0497436523438,507.6150817871094
629.781005859375,497.64727783203125
630.0552978515625,487.6580505371094
628.9777221679688,477.7364501953125
625.5264282226562,468.3984680175781
618.921875,461.0007019042969
609.8070068359375,457.0746154785156
599.8634033203125,456.4833679199219
590.039306640625,458.2374267578125
580.649169921875,461.6335144042969
571.8218383789062,466.3056945800781
563.68603515625,472.09869384765625
556.4678344726562,478.99761962890625
548.0078125,484.1241149902344
538.1641845703125,484.9554748535156
529.0469360351562,481.0274353027344
521.3439331054688,474.6796569824219
514.3963012695312,467.49639892578125
507.5577697753906,460.207763671875
500.24176025390625,453.40582275390625
491.8116455078125,448.09381103515625
482.0894775390625,446.1891784667969
472.51458740234375,448.7956848144531
464.24859619140625,454.3664245605469
457.49151611328125,461.7027587890625
452.36553955078125,470.2671813964844
448.62188720703125,479.527587890625
445.81451416015625,489.1181335449219
443.41131591796875,498.8180236816406
441.1241149902344,508.547607421875
439.1989440917969,518.3402099609375
436.10614013671875,527.8406372070312
431.80023193359375,536.8474731445312
425.88897705078125,544.8782348632812
418.4328918457031,551.499267578125
410.8353576660156,555.6891479492188
418.9142150878906,549.8208618164062
425.9620361328125,542.7490844726562
424.7537536621094,544.0462646484375
417.265625,550.6519165039062
408.85589599609375,556.0369262695312
399.78668212890625,560.2214965820312
390.28955078125,563.3208618164062
380.6150817871094,565.8256225585938
370.7720947265625,567.5420532226562
360.8127136230469,568.3438110351562
350.82159423828125,568.2568359375
340.875732421875,567.3008422851562
331.0489807128906,565.4902954101562
321.4169921875,562.8341674804688
311.9561767578125,559.6185913085938
302.5647888183594,556.2032470703125
293.45306396484375,552.101318359375
284.7132263183594,547.2579345703125
277.6888427734375,540.2836303710938
272.0101623535156,532.0642700195312
267.1072692871094,523.3642578125
263.4815673828125,514.0568542480469
260.6259765625,504.4864807128906
259.44940185546875,494.6290588378906
259.2461853027344,484.6365966796875
258.9011535644531,474.648193359375
258.00819396972656,464.69525146484375
256.04339599609375,454.9042663574219
252.10324096679688,445.7566833496094
244.98471069335938,438.8944091796875
235.37962341308594,436.4994201660156
225.50901794433594,437.7884521484375
216.66885375976562,442.4084777832031
209.16848754882812,448.9760437011719
203.42005920410156,457.1280822753906
611.1322021484375,469.1206359863281
618.3128662109375,475.55621337890625
617.2737426757812,485.2611999511719
610.057373046875,491.93597412109375
600.4486694335938,491.8062744140625
593.3706665039062,485.5036926269531
583.4667358398438,486.17498779296875
574.6200561523438,490.6977233886719
567.5552368164062,497.73211669921875
562.114501953125,506.10760498046875
557.8564453125,515.14453125
554.4908447265625,524.5524597167969
551.8464965820312,534.1885375976562
549.8773803710938,543.985595703125
549.3004150390625,544.6112060546875
550.1821899414062,534.664794921875
552.4306030273438,524.9332580566406
555.882080078125,515.5594177246094
560.3955688476562,506.6473388671875
565.6973876953125,498.1759948730469
572.1398315429688,490.55267333984375
579.4122924804688,483.70538330078125
587.5068359375,477.8558044433594
596.35791015625,473.23272705078125
605.8298950195312,470.0776062011719
443.486572265625,504.32257080078125
446.29888916015625,494.74285888671875
448.4161376953125,484.994873046875
450.90447998046875,475.31787109375
451.8827209472656,465.3876037597656
450.7796936035156,455.4754638671875
447.2770690917969,446.1444091796875
441.5387268066406,437.990478515625
434.15576171875,431.2769470214844
425.7360534667969,425.90936279296875
416.69635009765625,421.6569519042969
407.2862243652344,418.2971496582031
397.6490478515625,415.65216064453125
387.86981201171875,413.589599609375
378.0010681152344,412.0123291015625
368.0751953125,410.845947265625
358.1139221191406,410.03765869140625
348.1319580078125,409.54766845703125
338.3270568847656,407.7864685058594
328.408203125,406.6068115234375
318.4231872558594,406.7720031738281
308.5904846191406,408.49676513671875
299.21331787109375,411.9166564941406
290.6353759765625,417.0158996582031
284.32427978515625,422.4809875488281
292.4557189941406,416.69805908203125
301.5437927246094,412.571044921875
311.1989440917969,410.0238952636719
321.11920166015625,408.8584289550781
331.1089782714844,408.8471984863281
341.0569763183594,409.7837219238281
350.990234375,410.7184753417969
360.9679260253906,411.3096008300781
370.9210510253906,412.21954345703125
380.8336486816406,413.494873046875
390.68109130859375,415.19964599609375
400.4262390136719,417.4166564941406
410.00665283203125,420.2584533691406
419.3184814453125,423.876708984375
428.18609619140625,428.4749755859375
436.2950744628906,434.29815673828125
443.13330078125,441.5611877441406
448.029541015625,450.24176025390625
450.50396728515625,459.8972473144531
450.6359558105469,469.8721618652344
